Date,SIM
1990/10/26,0.007692308
1990/10/29,0.015384615
1990/10/30,0.023076923
1990/10/31,0.030769231
1990/11/1,0.038461538
1990/11/2,0.046153846
1990/11/5,0.053846154
1990/11/6,0.061538462
1990/11/7,0.069230769
1990/11/8,0.076923077
1990/11/9,0.084615385
1990/11/12,0.092307692
1990/11/13,0.1
1990/11/14,0.107692308
1990/11/15,0.115384615
1990/11/16,0.123076923
1990/11/19,0.130769231
1990/11/20,0.138461538
1990/11/21,0.146153846
1990/11/23,0.153846154
1990/11/26,0.161538462
1990/11/27,0.169230769
1990/11/28,0.176923077
1990/11/29,0.184615385
1990/11/30,0.192307692
1990/12/3,0.2
1990/12/4,0.207692308
1990/12/5,0.215384615
1990/12/6,0.223076923
1990/12/7,0.230769231
1990/12/10,0.238461538
1990/12/11,0.246153846
1990/12/12,0.253846154
1990/12/13,0.261538462
1990/12/14,0.269230769
1990/12/17,0.276923077
1990/12/18,0.284615385
1990/12/19,0.292307692
1990/12/20,0.3
1990/12/21,0.307692308
1990/12/24,0.315384615
1990/12/26,0.323076923
1990/12/27,0.330769231
1990/12/28,0.338461538
1990/12/31,0.346153846
1991/1/2,0.353846154
1991/1/3,0.361538462
1991/1/4,0.369230769
1991/1/7,0.376923077
1991/1/8,0.384615385
1991/1/9,0.392307692
1991/1/10,0.4
1991/1/11,0.407692308
1991/1/14,0.415384615
1991/1/15,0.423076923
1991/1/16,0.430769231
1991/1/17,0.438461538
1991/1/18,0.446153846
1991/1/21,0.453846154
1991/1/22,0.461538462
1991/1/23,0.469230769
1991/1/24,0.476923077
1991/1/25,0.484615385
1991/1/28,0.492307692
1991/1/29,0.5
1991/1/30,0.507692308
1991/1/31,0.515384615
1991/2/1,0.523076923
1991/2/4,0.530769231
1991/2/5,0.538461538
1991/2/6,0.546153846
1991/2/7,0.553846154
1991/2/8,0.561538462
1991/2/11,0.569230769
1991/2/12,0.576923077
1991/2/13,0.584615385
1991/2/14,0.592307692
1991/2/15,0.6
1991/2/19,0.607692308
1991/2/20,0.615384615
1991/2/21,0.623076923
1991/2/22,0.630769231
1991/2/25,0.638461538
1991/2/26,0.646153846
1991/2/27,0.653846154
1991/2/28,0.661538462
1991/3/1,0.669230769
1991/3/4,0.676923077
1991/3/5,0.684615385
1991/3/6,0.692307692
1991/3/7,0.7
1991/3/8,0.707692308
1991/3/11,0.715384615
1991/3/12,0.723076923
1991/3/13,0.730769231
1991/3/14,0.738461538
1991/3/15,0.746153846
1991/3/18,0.753846154
1991/3/19,0.761538462
1991/3/20,0.769230769
1991/3/21,0.776923077
1991/3/22,0.784615385
1991/3/25,0.792307692
1991/3/26,0.8
1991/3/27,0.807692308
1991/3/28,0.815384615
1991/4/1,0.823076923
1991/4/2,0.830769231
1991/4/3,0.838461538
1991/4/4,0.846153846
1991/4/5,0.853846154
1991/4/8,0.861538462
1991/4/9,0.869230769
1991/4/10,0.876923077
1991/4/11,0.884615385
1991/4/12,0.892307692
1991/4/15,0.9
1991/4/16,0.907692308
1991/4/17,0.915384615
1991/4/18,0.923076923
1991/4/19,0.923076923
1991/4/22,0.923076923
1991/4/23,0.923076923
1991/4/24,0.923076923
1991/4/25,0.923076923
1991/4/26,0.923076923
1991/4/29,0.923076923
1991/4/30,0.923076923
1991/5/1,0.923076923
1991/5/2,0.915384615
1991/5/3,0.907692308
1991/5/6,0.9
1991/5/7,0.892307692
1991/5/8,0.884615385
1991/5/9,0.876923077
1991/5/10,0.869230769
1991/5/13,0.861538462
1991/5/14,0.853846154
1991/5/15,0.846153846
1991/5/16,0.838461538
1991/5/17,0.830769231
1991/5/20,0.823076923
1991/5/21,0.815384615
1991/5/22,0.807692308
1991/5/23,0.8
1991/5/24,0.792307692
1991/5/28,0.784615385
1991/5/29,0.776923077
1991/5/30,0.769230769
1991/5/31,0.761538462
1991/6/3,0.753846154
1991/6/4,0.746153846
1991/6/5,0.738461538
1991/6/6,0.730769231
1991/6/7,0.723076923
1991/6/10,0.715384615
1991/6/11,0.707692308
1991/6/12,0.7
1991/6/13,0.692307692
1991/6/14,0.684615385
1991/6/17,0.676923077
1991/6/18,0.669230769
1991/6/19,0.661538462
1991/6/20,0.653846154
1991/6/21,0.646153846
1991/6/24,0.638461538
1991/6/25,0.630769231
1991/6/26,0.623076923
1991/6/27,0.615384615
1991/6/28,0.607692308
1991/7/1,0.6
1991/7/2,0.592307692
1991/7/3,0.584615385
1991/7/5,0.576923077
1991/7/8,0.569230769
1991/7/9,0.561538462
1991/7/10,0.553846154
1991/7/11,0.546153846
1991/7/12,0.538461538
1991/7/15,0.530769231
1991/7/16,0.523076923
1991/7/17,0.515384615
1991/7/18,0.507692308
1991/7/19,0.5
1991/7/22,0.492307692
1991/7/23,0.484615385
1991/7/24,0.476923077
1991/7/25,0.469230769
1991/7/26,0.461538462
1991/7/29,0.453846154
1991/7/30,0.446153846
1991/7/31,0.438461538
1991/8/1,0.430769231
1991/8/2,0.423076923
1991/8/5,0.415384615
1991/8/6,0.407692308
1991/8/7,0.4
1991/8/8,0.392307692
1991/8/9,0.384615385
1991/8/12,0.376923077
1991/8/13,0.369230769
1991/8/14,0.361538462
1991/8/15,0.353846154
1991/8/16,0.346153846
1991/8/19,0.338461538
1991/8/20,0.330769231
1991/8/21,0.323076923
1991/8/22,0.315384615
1991/8/23,0.307692308
1991/8/26,0.3
1991/8/27,0.292307692
1991/8/28,0.284615385
1991/8/29,0.276923077
1991/8/30,0.269230769
1991/9/3,0.261538462
1991/9/4,0.253846154
1991/9/5,0.246153846
1991/9/6,0.238461538
1991/9/9,0.230769231
1991/9/10,0.223076923
1991/9/11,0.215384615
1991/9/12,0.207692308
1991/9/13,0.2
1991/9/16,0.192307692
1991/9/17,0.184615385
1991/9/18,0.176923077
1991/9/19,0.169230769
1991/9/20,0.161538462
1991/9/23,0.153846154
1991/9/24,0.146153846
1991/9/25,0.138461538
1991/9/26,0.130769231
1991/9/27,0.123076923
1991/9/30,0.115384615
1991/10/1,0.107692308
1991/10/2,0.1
1991/10/3,0.092307692
1991/10/4,0.084615385
1991/10/7,0.076923077
1991/10/8,0.069230769
1991/10/9,0.061538462
1991/10/10,0.053846154
1991/10/11,0.046153846
1991/10/14,0.038461538
1991/10/15,0.030769231
1991/10/16,0.023076923
1991/10/17,0.015384615
1991/10/18,0.007692308
1991/10/21,0
1991/10/22,0
1991/10/23,0
1991/10/24,0
1991/10/25,0
1991/10/28,0
1991/10/29,0.007692308
1991/10/30,0.015384615
1991/10/31,0.023076923
1991/11/1,0.030769231
1991/11/4,0.038461538
1991/11/5,0.046153846
1991/11/6,0.053846154
1991/11/7,0.061538462
1991/11/8,0.069230769
1991/11/11,0.076923077
1991/11/12,0.084615385
1991/11/13,0.092307692
1991/11/14,0.1
1991/11/15,0.107692308
1991/11/18,0.115384615
1991/11/19,0.123076923
1991/11/20,0.130769231
1991/11/21,0.138461538
1991/11/22,0.146153846
1991/11/25,0.153846154
1991/11/26,0.161538462
1991/11/27,0.169230769
1991/11/29,0.176923077
1991/12/2,0.184615385
1991/12/3,0.192307692
1991/12/4,0.2
1991/12/5,0.207692308
1991/12/6,0.215384615
1991/12/9,0.223076923
1991/12/10,0.230769231
1991/12/11,0.238461538
1991/12/12,0.246153846
1991/12/13,0.253846154
1991/12/16,0.261538462
1991/12/17,0.269230769
1991/12/18,0.276923077
1991/12/19,0.284615385
1991/12/20,0.292307692
1991/12/23,0.3
1991/12/24,0.307692308
1991/12/26,0.315384615
1991/12/27,0.323076923
1991/12/30,0.330769231
1991/12/31,0.338461538
1992/1/2,0.346153846
1992/1/3,0.353846154
1992/1/6,0.361538462
1992/1/7,0.369230769
1992/1/8,0.376923077
1992/1/9,0.384615385
1992/1/10,0.392307692
1992/1/13,0.4
1992/1/14,0.407692308
1992/1/15,0.415384615
1992/1/16,0.423076923
1992/1/17,0.430769231
1992/1/20,0.438461538
1992/1/21,0.446153846
1992/1/22,0.453846154
1992/1/23,0.461538462
1992/1/24,0.469230769
1992/1/27,0.476923077
1992/1/28,0.484615385
1992/1/29,0.492307692
1992/1/30,0.5
1992/1/31,0.507692308
1992/2/3,0.515384615
1992/2/4,0.523076923
1992/2/5,0.530769231
1992/2/6,0.538461538
1992/2/7,0.546153846
1992/2/10,0.553846154
1992/2/11,0.561538462
1992/2/12,0.569230769
1992/2/13,0.576923077
1992/2/14,0.584615385
1992/2/18,0.592307692
1992/2/19,0.6
1992/2/20,0.607692308
1992/2/21,0.615384615
1992/2/24,0.623076923
1992/2/25,0.630769231
1992/2/26,0.638461538
1992/2/27,0.646153846
1992/2/28,0.653846154
1992/3/2,0.661538462
1992/3/3,0.669230769
1992/3/4,0.676923077
1992/3/5,0.684615385
1992/3/6,0.692307692
1992/3/9,0.7
1992/3/10,0.707692308
1992/3/11,0.715384615
1992/3/12,0.723076923
1992/3/13,0.730769231
1992/3/16,0.738461538
1992/3/17,0.746153846
1992/3/18,0.753846154
1992/3/19,0.761538462
1992/3/20,0.769230769
1992/3/23,0.776923077
1992/3/24,0.784615385
1992/3/25,0.792307692
1992/3/26,0.8
1992/3/27,0.807692308
1992/3/30,0.815384615
1992/3/31,0.823076923
1992/4/1,0.830769231
1992/4/2,0.838461538
1992/4/3,0.846153846
1992/4/6,0.853846154
1992/4/7,0.861538462
1992/4/8,0.869230769
1992/4/9,0.876923077
1992/4/10,0.884615385
1992/4/13,0.892307692
1992/4/14,0.9
1992/4/15,0.907692308
1992/4/16,0.915384615
1992/4/20,0.923076923
1992/4/21,0.923076923
1992/4/22,0.923076923
1992/4/23,0.923076923
1992/4/24,0.923076923
1992/4/27,0.923076923
1992/4/28,0.923076923
1992/4/29,0.923076923
1992/4/30,0.923076923
1992/5/1,0.923076923
1992/5/4,0.915384615
1992/5/5,0.907692308
1992/5/6,0.9
1992/5/7,0.892307692
1992/5/8,0.884615385
1992/5/11,0.876923077
1992/5/12,0.869230769
1992/5/13,0.861538462
1992/5/14,0.853846154
1992/5/15,0.846153846
1992/5/18,0.838461538
1992/5/19,0.830769231
1992/5/20,0.823076923
1992/5/21,0.815384615
1992/5/22,0.807692308
1992/5/26,0.8
1992/5/27,0.792307692
1992/5/28,0.784615385
1992/5/29,0.776923077
1992/6/1,0.769230769
1992/6/2,0.761538462
1992/6/3,0.753846154
1992/6/4,0.746153846
1992/6/5,0.738461538
1992/6/8,0.730769231
1992/6/9,0.723076923
1992/6/10,0.715384615
1992/6/11,0.707692308
1992/6/12,0.7
1992/6/15,0.692307692
1992/6/16,0.684615385
1992/6/17,0.676923077
1992/6/18,0.669230769
1992/6/19,0.661538462
1992/6/22,0.653846154
1992/6/23,0.646153846
1992/6/24,0.638461538
1992/6/25,0.630769231
1992/6/26,0.623076923
1992/6/29,0.615384615
1992/6/30,0.607692308
1992/7/1,0.6
1992/7/2,0.592307692
1992/7/6,0.584615385
1992/7/7,0.576923077
1992/7/8,0.569230769
1992/7/9,0.561538462
1992/7/10,0.553846154
1992/7/13,0.546153846
1992/7/14,0.538461538
1992/7/15,0.530769231
1992/7/16,0.523076923
1992/7/17,0.515384615
1992/7/20,0.507692308
1992/7/21,0.5
1992/7/22,0.492307692
1992/7/23,0.484615385
1992/7/24,0.476923077
1992/7/27,0.469230769
1992/7/28,0.461538462
1992/7/29,0.453846154
1992/7/30,0.446153846
1992/7/31,0.438461538
1992/8/3,0.430769231
1992/8/4,0.423076923
1992/8/5,0.415384615
1992/8/6,0.407692308
1992/8/7,0.4
1992/8/10,0.392307692
1992/8/11,0.384615385
1992/8/12,0.376923077
1992/8/13,0.369230769
1992/8/14,0.361538462
1992/8/17,0.353846154
1992/8/18,0.346153846
1992/8/19,0.338461538
1992/8/20,0.330769231
1992/8/21,0.323076923
1992/8/24,0.315384615
1992/8/25,0.307692308
1992/8/26,0.3
1992/8/27,0.292307692
1992/8/28,0.284615385
1992/8/31,0.276923077
1992/9/1,0.269230769
1992/9/2,0.261538462
1992/9/3,0.253846154
1992/9/4,0.246153846
1992/9/8,0.238461538
1992/9/9,0.230769231
1992/9/10,0.223076923
1992/9/11,0.215384615
1992/9/14,0.207692308
1992/9/15,0.2
1992/9/16,0.192307692
1992/9/17,0.184615385
1992/9/18,0.176923077
1992/9/21,0.169230769
1992/9/22,0.161538462
1992/9/23,0.153846154
1992/9/24,0.146153846
1992/9/25,0.138461538
1992/9/28,0.130769231
1992/9/29,0.123076923
1992/9/30,0.115384615
1992/10/1,0.107692308
1992/10/2,0.1
1992/10/5,0.092307692
1992/10/6,0.084615385
1992/10/7,0.076923077
1992/10/8,0.069230769
1992/10/9,0.061538462
1992/10/12,0.053846154
1992/10/13,0.046153846
1992/10/14,0.038461538
1992/10/15,0.030769231
1992/10/16,0.023076923
1992/10/19,0.015384615
1992/10/20,0.007692308
1992/10/21,0
1992/10/22,0
1992/10/23,0
1992/10/26,0
1992/10/27,0
1992/10/28,0.007692308
1992/10/29,0.015384615
1992/10/30,0.023076923
1992/11/2,0.030769231
1992/11/3,0.038461538
1992/11/4,0.046153846
1992/11/5,0.053846154
1992/11/6,0.061538462
1992/11/9,0.069230769
1992/11/10,0.076923077
1992/11/11,0.084615385
1992/11/12,0.092307692
1992/11/13,0.1
1992/11/16,0.107692308
1992/11/17,0.115384615
1992/11/18,0.123076923
1992/11/19,0.130769231
1992/11/20,0.138461538
1992/11/23,0.146153846
1992/11/24,0.153846154
1992/11/25,0.161538462
1992/11/27,0.169230769
1992/11/30,0.176923077
1992/12/1,0.184615385
1992/12/2,0.192307692
1992/12/3,0.2
1992/12/4,0.207692308
1992/12/7,0.215384615
1992/12/8,0.223076923
1992/12/9,0.230769231
1992/12/10,0.238461538
1992/12/11,0.246153846
1992/12/14,0.253846154
1992/12/15,0.261538462
1992/12/16,0.269230769
1992/12/17,0.276923077
1992/12/18,0.284615385
1992/12/21,0.292307692
1992/12/22,0.3
1992/12/23,0.307692308
1992/12/24,0.315384615
1992/12/28,0.323076923
1992/12/29,0.330769231
1992/12/30,0.338461538
1992/12/31,0.346153846
1993/1/4,0.353846154
1993/1/5,0.361538462
1993/1/6,0.369230769
1993/1/7,0.376923077
1993/1/8,0.384615385
1993/1/11,0.392307692
1993/1/12,0.4
1993/1/13,0.407692308
1993/1/14,0.415384615
1993/1/15,0.423076923
1993/1/18,0.430769231
1993/1/19,0.438461538
1993/1/20,0.446153846
1993/1/21,0.453846154
1993/1/22,0.461538462
1993/1/25,0.469230769
1993/1/26,0.476923077
1993/1/27,0.484615385
1993/1/28,0.492307692
1993/1/29,0.5
1993/2/1,0.507692308
1993/2/2,0.515384615
1993/2/3,0.523076923
1993/2/4,0.530769231
1993/2/5,0.538461538
1993/2/8,0.546153846
1993/2/9,0.553846154
1993/2/10,0.561538462
1993/2/11,0.569230769
1993/2/12,0.576923077
1993/2/16,0.584615385
1993/2/17,0.592307692
1993/2/18,0.6
1993/2/19,0.607692308
1993/2/22,0.615384615
1993/2/23,0.623076923
1993/2/24,0.630769231
1993/2/25,0.638461538
1993/2/26,0.646153846
1993/3/1,0.653846154
1993/3/2,0.661538462
1993/3/3,0.669230769
1993/3/4,0.676923077
1993/3/5,0.684615385
1993/3/8,0.692307692
1993/3/9,0.7
1993/3/10,0.707692308
1993/3/11,0.715384615
1993/3/12,0.723076923
1993/3/15,0.730769231
1993/3/16,0.738461538
1993/3/17,0.746153846
1993/3/18,0.753846154
1993/3/19,0.761538462
1993/3/22,0.769230769
1993/3/23,0.776923077
1993/3/24,0.784615385
1993/3/25,0.792307692
1993/3/26,0.8
1993/3/29,0.807692308
1993/3/30,0.815384615
1993/3/31,0.823076923
1993/4/1,0.830769231
1993/4/2,0.838461538
1993/4/5,0.846153846
1993/4/6,0.853846154
1993/4/7,0.861538462
1993/4/8,0.869230769
1993/4/12,0.876923077
1993/4/13,0.884615385
1993/4/14,0.892307692
1993/4/15,0.9
1993/4/16,0.907692308
1993/4/19,0.915384615
1993/4/20,0.923076923
1993/4/21,0.923076923
1993/4/22,0.923076923
1993/4/23,0.923076923
1993/4/26,0.923076923
1993/4/27,0.923076923
1993/4/28,0.923076923
1993/4/29,0.923076923
1993/4/30,0.923076923
1993/5/3,0.923076923
1993/5/4,0.915384615
1993/5/5,0.907692308
1993/5/6,0.9
1993/5/7,0.892307692
1993/5/10,0.884615385
1993/5/11,0.876923077
1993/5/12,0.869230769
1993/5/13,0.861538462
1993/5/14,0.853846154
1993/5/17,0.846153846
1993/5/18,0.838461538
1993/5/19,0.830769231
1993/5/20,0.823076923
1993/5/21,0.815384615
1993/5/24,0.807692308
1993/5/25,0.8
1993/5/26,0.792307692
1993/5/27,0.784615385
1993/5/28,0.776923077
1993/6/1,0.769230769
1993/6/2,0.761538462
1993/6/3,0.753846154
1993/6/4,0.746153846
1993/6/7,0.738461538
1993/6/8,0.730769231
1993/6/9,0.723076923
1993/6/10,0.715384615
1993/6/11,0.707692308
1993/6/14,0.7
1993/6/15,0.692307692
1993/6/16,0.684615385
1993/6/17,0.676923077
1993/6/18,0.669230769
1993/6/21,0.661538462
1993/6/22,0.653846154
1993/6/23,0.646153846
1993/6/24,0.638461538
1993/6/25,0.630769231
1993/6/28,0.623076923
1993/6/29,0.615384615
1993/6/30,0.607692308
1993/7/1,0.6
1993/7/2,0.592307692
1993/7/6,0.584615385
1993/7/7,0.576923077
1993/7/8,0.569230769
1993/7/9,0.561538462
1993/7/12,0.553846154
1993/7/13,0.546153846
1993/7/14,0.538461538
1993/7/15,0.530769231
1993/7/16,0.523076923
1993/7/19,0.515384615
1993/7/20,0.507692308
1993/7/21,0.5
1993/7/22,0.492307692
1993/7/23,0.484615385
1993/7/26,0.476923077
1993/7/27,0.469230769
1993/7/28,0.461538462
1993/7/29,0.453846154
1993/7/30,0.446153846
1993/8/2,0.438461538
1993/8/3,0.430769231
1993/8/4,0.423076923
1993/8/5,0.415384615
1993/8/6,0.407692308
1993/8/9,0.4
1993/8/10,0.392307692
1993/8/11,0.384615385
1993/8/12,0.376923077
1993/8/13,0.369230769
1993/8/16,0.361538462
1993/8/17,0.353846154
1993/8/18,0.346153846
1993/8/19,0.338461538
1993/8/20,0.330769231
1993/8/23,0.323076923
1993/8/24,0.315384615
1993/8/25,0.307692308
1993/8/26,0.3
1993/8/27,0.292307692
1993/8/30,0.284615385
1993/8/31,0.276923077
1993/9/1,0.269230769
1993/9/2,0.261538462
1993/9/3,0.253846154
1993/9/7,0.246153846
1993/9/8,0.238461538
1993/9/9,0.230769231
1993/9/10,0.223076923
1993/9/13,0.215384615
1993/9/14,0.207692308
1993/9/15,0.2
1993/9/16,0.192307692
1993/9/17,0.184615385
1993/9/20,0.176923077
1993/9/21,0.169230769
1993/9/22,0.161538462
1993/9/23,0.153846154
1993/9/24,0.146153846
1993/9/27,0.138461538
1993/9/28,0.130769231
1993/9/29,0.123076923
1993/9/30,0.115384615
1993/10/1,0.107692308
1993/10/4,0.1
1993/10/5,0.092307692
1993/10/6,0.084615385
1993/10/7,0.076923077
1993/10/8,0.069230769
1993/10/11,0.061538462
1993/10/12,0.053846154
1993/10/13,0.046153846
1993/10/14,0.038461538
1993/10/15,0.030769231
1993/10/18,0.023076923
1993/10/19,0.015384615
1993/10/20,0.007692308
1993/10/21,0
1993/10/22,0
1993/10/25,0
1993/10/26,0
1993/10/27,0.007692308
1993/10/28,0.015384615
1993/10/29,0.023076923
1993/11/1,0.030769231
1993/11/2,0.038461538
1993/11/3,0.046153846
1993/11/4,0.053846154
1993/11/5,0.061538462
1993/11/8,0.069230769
1993/11/9,0.076923077
1993/11/10,0.084615385
1993/11/11,0.092307692
1993/11/12,0.1
1993/11/15,0.107692308
1993/11/16,0.115384615
1993/11/17,0.123076923
1993/11/18,0.130769231
1993/11/19,0.138461538
1993/11/22,0.146153846
1993/11/23,0.153846154
1993/11/24,0.161538462
1993/11/26,0.169230769
1993/11/29,0.176923077
1993/11/30,0.184615385
1993/12/1,0.192307692
1993/12/2,0.2
1993/12/3,0.207692308
1993/12/6,0.215384615
1993/12/7,0.223076923
1993/12/8,0.230769231
1993/12/9,0.238461538
1993/12/10,0.246153846
1993/12/13,0.253846154
1993/12/14,0.261538462
1993/12/15,0.269230769
1993/12/16,0.276923077
1993/12/17,0.284615385
1993/12/20,0.292307692
1993/12/21,0.3
1993/12/22,0.307692308
1993/12/23,0.315384615
1993/12/27,0.323076923
1993/12/28,0.330769231
1993/12/29,0.338461538
1993/12/30,0.346153846
1993/12/31,0.353846154
1994/1/3,0.361538462
1994/1/4,0.369230769
1994/1/5,0.376923077
1994/1/6,0.384615385
1994/1/7,0.392307692
1994/1/10,0.4
1994/1/11,0.407692308
1994/1/12,0.415384615
1994/1/13,0.423076923
1994/1/14,0.430769231
1994/1/17,0.438461538
1994/1/18,0.446153846
1994/1/19,0.453846154
1994/1/20,0.461538462
1994/1/21,0.469230769
1994/1/24,0.476923077
1994/1/25,0.484615385
1994/1/26,0.492307692
1994/1/27,0.5
1994/1/28,0.507692308
1994/1/31,0.515384615
1994/2/1,0.523076923
1994/2/2,0.530769231
1994/2/3,0.538461538
1994/2/4,0.546153846
1994/2/7,0.553846154
1994/2/8,0.561538462
1994/2/9,0.569230769
1994/2/10,0.576923077
1994/2/11,0.584615385
1994/2/14,0.592307692
1994/2/15,0.6
1994/2/16,0.607692308
1994/2/17,0.615384615
1994/2/18,0.623076923
1994/2/22,0.630769231
1994/2/23,0.638461538
1994/2/24,0.646153846
1994/2/25,0.653846154
1994/2/28,0.661538462
1994/3/1,0.669230769
1994/3/2,0.676923077
1994/3/3,0.684615385
1994/3/4,0.692307692
1994/3/7,0.7
1994/3/8,0.707692308
1994/3/9,0.715384615
1994/3/10,0.723076923
1994/3/11,0.730769231
1994/3/14,0.738461538
1994/3/15,0.746153846
1994/3/16,0.753846154
1994/3/17,0.761538462
1994/3/18,0.769230769
1994/3/21,0.776923077
1994/3/22,0.784615385
1994/3/23,0.792307692
1994/3/24,0.8
1994/3/25,0.807692308
1994/3/28,0.815384615
1994/3/29,0.823076923
1994/3/30,0.830769231
1994/3/31,0.838461538
1994/4/4,0.846153846
1994/4/5,0.853846154
1994/4/6,0.861538462
1994/4/7,0.869230769
1994/4/8,0.876923077
1994/4/11,0.884615385
1994/4/12,0.892307692
1994/4/13,0.9
1994/4/14,0.907692308
1994/4/15,0.915384615
1994/4/18,0.923076923
1994/4/19,0.930769231
1994/4/20,0.930769231
1994/4/21,0.930769231
1994/4/22,0.930769231
1994/4/25,0.930769231
1994/4/26,0.930769231
1994/4/28,0.930769231
